text,gender
this era is already holy and it's just the beginning of it https://t.co/pcBkTUkuxY,female
Also bumped into myself again twice! I hope mummy can see this and I'm making her proud. X https://t.co/eJfqf6H7IX,female
@imhailiescott you should come down to south Africa lol its nice and sunny out here,male
It's only the second month of school and senioritis is already kicking my ass. _Ù÷Õ_Ù÷Õ_Ù÷Õ,female
The cinema is a slightly scary place tonight #Spectre,female
hello im a thief and everyone is doing this so https://t.co/XCYZ7pavFk,male
Bernie Sanders Brings Liberalism To The Mainstream And Drops A Truth Bomb On The View https://t.co/RQVi6iXgF3 via @politicususa,female
Everytime I hear A Thousand Years I just think of the MadokaxHomura video that we still need to do. @charuuchu,female
Official launch of my new eBook on the #PonteVecchio happens tomorrow. Release date December 1st.,male
But if you like causing trouble up in hotel rooms And if you like having secret little rendezvous IfÛ_ https://t.co/f4id1wOC1s,female
@joaovit45875778 Please share and sign to #saveDominion #Dominion https://t.co/IVlxmYDo8G (i hope I havent sent you this already),male
@merchaway nah man were all here for the skeleton war,male
@Moz @gmehrguth love the article!,male
"@frannyhilson98 you want to say ""i'm fat"" not ""i pregnant"" hahaha fat girl, uglyy?? louis wouldn't look at me and would look at you?? fat!",female
"Spray your way to nutrition health with Keith and Wanda.
https://t.co/Wx6FV7odNW",male
Panda takes his seat in the legislature for the first time. #ableg,female
"HAPPY BIRTHDAY to the next big thing, @nolimitbill!",male
"I'm watching Hitman: Agent 47, and the 'hitman' is a spit for you, @veganmonkey https://t.co/gY9BIn4QvR",female
"Can I not go to work, eat pizza and watch the ultimate fighter all day?",male
@BetfairExchange @VillaTill Trying to keep the market alive!,male
Yo I just seen this too! _ÙÓ´_ÙÓ´_ÙÓ´Bruh @sonuthakid this shit go hard and that boy @therealbobeats ill . GoÛ_ https://t.co/VhmsRMEJhv,male
"@onedirection Artist of the Year #AMAs

HO FAME",male
"@ManWithAShield Handing him his food, she took her own and walked over to a table. ""Yeah, but you were on the good side.."" She replied ~",female
@koasenso.  #TalkTalk do I sense a David and Goliath scenario here.,male
@SainAsylum maybe nothing happens and a few days after it's just announced we got the injured player exception for Jarell Martin?,male
Love that her boobs stole the mic! Lol,female
"tmj_aus_manuf: ResourceMFG #Manufacturing #Job: Office and Warehouse Clerk (#Austin, TX) https://t.co/HRkXYW8KQA #Jobs #Hiring #CareerArc",female
I'll never understand why I have to pay extra to get my hair styled by the person who just sewed it in. _Ù_Ó,female
I HATE MADDIE AND JOHNNY _ÙÕÛ,female
"This video is a Powerful Must See and the most important minute of your day, I guarantee it.",female
UK car dealers fear the fallout of Volkswagen scandal https://t.co/Fx6ESzetgp,male
id like to thank myself cause i made myself the man i am,male
We should have a 5 year reunion... I think I'll hit up Gabby and see whats up,female
@CassperNyovest I see The Game and Talib Kweli as surprise acts.. Mmmh,male
lev is so obnoxious and cute sIGHS,male
@panderson116 I'll give you $15 and a piece of gum. Sound fair??,male
I Just Voted for @onedirection for #ArtistOfTheYear Go Here https://t.co/pvYTg8brOk and Vote for your favorite!  #AMAs #OneDirection,female
@BBCPaulMurphy @abports21 You could make it your star prize in a xmas competition and gain more followers?,male
It's the time to get up and start over no matter what will happen as long as u determined to reach ur goal.,male
"@hestiahdruid @belghast I'm a baddie though too :P.  Remember I scream at people, yell at them, and give them so much -DKP!  :)",male
"St. Cathrine's Church, Hamburg. The shaft of the tower is the second oldest upstanding building ofÛ_ https://t.co/ZXostxgt1G",male
I naturally have a smart mouth. and I can't help the smart sarcastic ass shit I say.,female
Stevia in the Raw as low as $4.29 at Kroger! via Kroger Krazy - We have a new coupon that can be ... https://t.co/zUucOqsfeo,female
I can help you staff your Data Scientist and Analytics needs!  jodi.ewen@atterro.com https://t.co/MLLisuCDfK,female
@rayascoop at the #SPECTREpremiere https://t.co/yfxgwOXSPo,female
This is so true about who should pay for the check so funny! https://t.co/WO2k4xHwpK,female
All the girls went to sleep and the guys just sat in the floor and watched us_Ù÷â_Ù÷â,female
"@DRUDGE_REPORT no joke, we need to remove face masks. The high tech cages make these kids feel they should lead with their head vs shoulder",male
Had a great time with the family decorating these yesterday! Pumpkins all set and ready to roll:) https://t.co/vQ5FSsecxK,female
@screwlabour @lproudfoot1 because those children will be the taxpayers who fund your state pension....,female
"By this logic, don't the Liberals have a ""moral imperative"" to leave electoral reform up to the all-party committee, as promised?",male
"Sorry, but there is a regular army, although only 600 soldiers at the beginning. https://t.co/AdlrelGOGW",female
Niggas swear up and down they solo but stay 4+ deep _ÙÕÛ_ÙÕÛ_ÙÕÛ,male
"@blewthebigone to be honest with u I don't think he wants to win. I think a deal has been struck between Carson, Ted and Trump. #Trump2016",female
Hopeless New Phone And Number,female
...and u can add 2 pair of shoes please. size 9.5 _Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â_Ù÷â https://t.co/yGUK5qmNXM,male
made in the am and blue neighbourhood are bloody expensive on amazon :\,female
"Lego""@AyoMiideO_: And let the locking tummy process begin. _Ù÷©""",male
Get your pen and paper for list  https://t.co/4GST45jMvR,male
The doctor is literally telling me the shot will not hurt like I've has shots dozens of times I know they don't hurt_ÙÕä_Ù÷Õ,female
tis the season _ÙÔÈ https://t.co/omsJEFC5ZZ,male
"I just backed The Folio #5 &amp; #6, in 1E &amp; 5E Format on @Kickstarter https://t.co/jzbRFqBF9b",female
Listen to this and sing along to every song like I am doing right now.  https://t.co/4AD1fFINYl,female
"@FootballFitFed bi and unilateral dev is crucial. Too much lateral and injuries will pile up. Plus must work on deceleration, avoid injury!",male
"Spinnin' rules the scene _ÙÕ»_Ù_¦ 
Let's spin more guysssss _ÙªÎ_ÙªÎ_ÙªÎ https://t.co/NW4I8OXzfg",male
Love that everyone loves the song Carly did for fx,female
"Cobblers chief exec James Whiting has revealed the club owes the taxman (HMRC) å£99,000.",male
@karahagen_ I go to ur school and i am on ur team i am not caitlyn &gt;:),female
"@Schopptalk how many seasons in a row, have the Bills been forced to go to the 2nd or 3rd string QB? #whyus?",male
And the violin,female
"@DailyMailCeleb @DailyMail @piersmorgan So Piers is homophobic and misogynistic. Sorry, progressives' rules. So, nice job.",male
"@Phil_Coutinho everytime you on the ball, just remember that kid whose only thought was to keep playing, and relax, you will be world-class.",male
those that have it go for it https://t.co/8dXnmQTICG,male
Fitz: 'We're onto the next game and trying to figure out the best way to attack Oakland... You have to be quick to move on.',male
#NEWS Pro Golfer Nails Himself In The Groin With Shot Gone Horribly Wrong [VIDEO] https://t.co/TmbiDvHXgL,male
"(Assuming I don't completely flub the interview this week,) I WILL BE AT THE UVA GAME ON THE 7TH TO SUPPORT MY SCHOOL AND MY GUYS.",male
If they Mets are smart they will start Bartolo every game so they can sweep the series and be apart of 4 perfect games,male
"we be the colors of the mad and the wicked
we be bad, we be brickit with the 24 hour sign",female
The POLITICS of evidence + results in international development. https://t.co/T7N2c2TTBf - Looks great. h/t @duncan_ids @rosalindeyben +,male
"If you're thinking about buying a home, you'll want to learn a bit about mortgages. Check out the pros and cons... https://t.co/Gfkb4FbbvW",male
"@JordanGower98 Hi mate, I'm glad we can feel the same way",male
@LPNorthover @Aurum_Boss @LibDems we will at a point remember with fondness the liberal impact on Tory measures,female
Visiting my Nana and she told me her and my Grandpa eloped to New Hampshire to get married ÷¼ü #toocute,female
build a bear clothes are expensive why the fuck would they spend that much money,male
"Imaikalani Devault And A Maui Summer: School's out.
The post Imaikalani Devault And A Maui Summer appeared fir... https://t.co/avwQ4eBlsR",male
I've been sick for three days and it's only getting worse.. THIS IS WHAT I GET FOR LEAVING MY HOUSE,male
@Loveableloser13 hells yeah dude. Once it's all said and done I'll be hoping on some older @CallofDuty,male
"Me the week of Brandon's birthday: there's no such thing as a birthday week u weirdo
Me November 1st: it's my birthday month, bow down to me",female
@superiorhowell _ÙÔÈ_Ù_Ä_Ùã÷¥_Ù i love your acc so much and omg yOUR ME LAYOUT IN CRYING ON THE FLOOR,male
@natalieirwinn @5SOS YES. I THINK THEY ACTUALLY ARE GREEK GODS. NO. DEMIGODS. THEY ARE DEMIGODS AND THEREFORE THEY NEVER LOOK BAD. EVER.,female
Jared Leto Is Big Pimpin' On The Cover Of Empire ÛÓ See What He Said About The Problems With Playing The Joker HEREÛ_ https://t.co/6Jmx7y2MWy,female
Can @Beyonce &amp; @NICKIMINAJ just make an album and tour together already? #FeelingMyself #Queens,female
Forex VSD System For Day Trading On M15 And H1 Timeframes! https://t.co/m9pt0rqSY4 #forex https://t.co/ptkhdm7Xxl,male
"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens",male
"EVERYDAYILOVEYOU Forevermore

and what makes it last

#PushAwardsLizQuens",male
Greg Hardy you a good player and all but don't get in the face of Dez Bryant. Learn your place mane.,male
"@tboylan89 All of the sudden you and Nicole were gone, and someone else was moving in. I hope you are doing well. Tell Nicole that we say Hi",male
"I just want to be accepted for what I am, the way that I am ,and for the reason that I am who I Am .",female
I Just Voted for @onedirection for #ArtistOfTheYear Go Here https://t.co/NtAW5wPe0t and Vote for your favorite! C'mon,female
Me and broke bitches don't get along!,female
I just ate my weight in chips and salsa. #NoRagrets _ÙÕ_ÙÈ,female
The Frapplua.. I know where I'm going before work :) https://t.co/pUepGSRBOs,female
i need someone to go to the show with,male
@Ste_Tonks I literally cannot wait. Not. I hate the bloody Market.,male
@OneKillQuota hehe you should see me and @BTed72 s phones after we wake up in the morning.... Twitter notifications galore,male
"kinda wanna sleep for 12 hours, kinda wanna eat the whole fridge",female
John Lennon - Jealous Guy [The Recording of 1971] https://t.co/qXi1LOchZX,female
The robots will win! We will pay their electric bills and they will kill us all.,male
@_David_Edward @Holden114 The Alexandrians actually found a successful way to survive in the zombie apocalypse and Rick &amp; co ruined it.,male
LOST GIRL - The Making of an Episode: Hair and Make-Up https://t.co/uUDqyWDhh2 via @YouTube,female
Hellooooo from the outsiiiiiiide,male
The luckiest woman in the world in the coolest church in the world. Love and congrats @jason_mraz  https://t.co/BXQvK2pWfV,female
Kat and Sophie _ #sophie #katherinemcnamara #katmcnamara #kat #katherine #mcnamara https://t.co/ws7vQlu88E,female
